model_name,feature_set,ablation,pr_auc,precision@5,precision@10,precision@15,precision@20,precision@25,precision@30
bitenet,dxtx,Attention,0.41401603527701125,0.4683333333333333,0.3089253968253968,0.25256583416583417,0.23708936357759888,0.23420767714808638,0.23368643144615098
bitenet,dxtx,DireMask,0.40039536803800135,0.339,0.21374867724867727,0.16948420838420836,0.15796008271054712,0.15574333761988898,0.1553440821967255
bitenet,dxtx,Interval,0.41228219796287785,0.3446444444444445,0.2270724867724868,0.18080177970177969,0.16896461079913092,0.16666113630261295,0.1661769457889971
bitenet,dxtx,BiteNet,0.34785067447412354,0.34973333333333334,0.23177407407407408,0.18395058645058643,0.1715719830794134,0.16920754741845603,0.16873513278328275
bitenet,dx,Attention,0.4186853695581768,0.48915555555555557,0.33158624338624343,0.27156870536870537,0.2548622496870175,0.2517474921739991,0.25119158631740357
bitenet,dx,DireMask,0.40511125887735117,0.37026666666666663,0.24103756613756613,0.19215300625300624,0.17963976235895743,0.17732447156279704,0.17690397614506026
bitenet,dx,Interval,0.4290444365403284,0.37993333333333335,0.24162857142857141,0.19306247086247086,0.18045457612562874,0.17807833922243535,0.17763394249527997
bitenet,dx,BiteNet,0.4139101380391867,0.367,0.23212486772486773,0.18520205720205718,0.17312488141946347,0.17082446859557235,0.17037676159844006
